conflict_id,dyad_id,org,side_a_name,side_a_name_fulltext,side_a_name_mothertongue,side_a_id,side_a_components,side_a_2nd,gwno_a_2nd,side_b_name,side_b_name_fulltext,side_b_name_mothertongue,side_b_id,side_b_components,side_b_2nd,gwno_b_2nd,ext_troop_supp,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,year,best_fatality_estimate,low_fatality_estimate,high_fatality_estimate,location,gwno_location,region,version
4650,5260,1,Janjaweed - Bin Kulaib faction,,Janjaweed - Bin Kulaib faction,629,,,,Janjaweed - Moro faction,,Janjaweed - Moro faction,628,,,,0,2005-11-30,3,2005-11-30,3,1,2005-11-30,,2005,44,44,44,Sudan,625,4,19.1
4651,5261,3,Jie,,Jie ,633,,,,Turkana,,Turkana,693,,,,0,1999-07-10,2,1999-07-10,2,1,1999-07-10,,1999,40,40,40,Kenya,501,4,19.1
4651,5261,3,Jie,,Jie ,633,,,,Turkana,,Turkana,693,,,,0,1999-07-10,2,2008-01-24,1,1,2008-02-10,,2008,57,57,57,Kenya,501,4,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-08-15,2,1,2004-09-12,,2004,61,61,61,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2008,1580,1580,1580,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2009,2063,2063,2063,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2010,2515,2514,2779,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2011,1658,1658,1852,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2012,547,531,959,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2013,127,121,453,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2014,49,49,56,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2015,38,38,946,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2016,59,59,934,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2017,65,65,699,Mexico,70,5,19.1
4652,5262,1,Juarez Cartel,,Cártel de Juárez,793,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2008-03-28,3,0,,,2018,100,100,163,Mexico,70,5,19.1
4653,5263,1,JVA,,n/a,634,,,,JVA faction,,n/a,788,,,,0,2002-06-02,2,2003-10-28,2,1,2003-10-28,,2003,25,25,110,Somalia,520,4,19.1
4654,5264,1,Forces of General Morgan,,n/a,1082,,,,JVA,,n/a,634,,,,0,1999-01-06,1,1999-01-06,1,1,1999-08-12,,1999,78,78,82,Somalia,520,4,19.1
4654,5264,1,Forces of General Morgan,,n/a,1082,,,,JVA,,n/a,634,,,,0,1999-01-06,1,2004-09-20,2,1,2004-09-20,,2004,37,37,112,Somalia,520,4,19.1
4655,5265,3,Kachai sub-tribe of Bangesh,,n/a,794,,,,Mishti,,Mishti,795,,,,0,2008-03-22,1,2008-03-28,2,1,2008-03-28,,2008,58,58,58,Pakistan,770,3,19.1
4656,5266,3,Kalenjin,,Kalenjin,1024,,,,Kikuyu,,Kikuyu,926,,,,0,1991-12-27,1,1992-12-13,2,0,,,1992,42,42,90,Kenya,501,4,19.1
4656,5266,3,Kalenjin,,Kalenjin,1024,,,,Kikuyu,,Kikuyu,926,,,,0,1991-12-27,1,1992-12-13,2,0,,,1993,35,12,35,Kenya,501,4,19.1
4656,5266,3,Kalenjin,,Kalenjin,1024,,,,Kikuyu,,Kikuyu,926,,,,0,1991-12-27,1,1992-12-13,2,1,1994-03-31,,1994,28,28,46,Kenya,501,4,19.1
4656,5266,3,Kalenjin,,Kalenjin,1024,,,,Kikuyu,,Kikuyu,926,,,,0,1991-12-27,1,1998-01-24,3,1,1998-01-25,,1998,127,127,127,Kenya,501,4,19.1
4656,5266,3,Kalenjin,,Kalenjin,1024,,,,Kikuyu,,Kikuyu,926,,,,0,1991-12-27,1,2008-01-21,3,1,2008-12-31,,2008,78,78,95,Kenya,501,4,19.1
4657,5267,3,Kalenjin,,Kalenjin,1024,,,,Kisii,,Kisii,927,,,,0,2008-02-03,1,2008-02-05,1,1,2008-02-05,,2008,81,81,81,Kenya,501,4,19.1
4658,5268,3,Kusasi,,Kusasi,1057,,,,Mamprusi,,Mamprusi,1058,,,,0,2000-12-09,2,2000-12-09,2,0,,,2000,30,7,68,Ghana,452,4,19.1
4658,5268,3,Kusasi,,Kusasi,1057,,,,Mamprusi,,Mamprusi,1058,,,,0,2000-12-09,2,2000-12-09,2,1,2001-12-04,,2001,50,50,50,Ghana,452,4,19.1
4658,5268,3,Kusasi,,Kusasi,1057,,,,Mamprusi,,Mamprusi,1058,,,,0,2000-12-09,2,2008-06-21,1,1,2008-06-27,,2008,55,54,57,Ghana,452,4,19.1
4659,5269,1,Lashkar of Salarzai tribe,,Lashkar of Salarzai tribe,796,,,,TTP,,Tehrik-i-Taliban Pakistan,356,,,,0,2008-08-28,1,2008-10-01,1,1,2008-10-04,,2008,34,34,40,Pakistan,770,3,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2006-05-31,5,0,,,2006,150,150,150,Sudan,625,4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2006-05-31,5,1,2007-08-15,,2007,60,60,80,Sudan,625,4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2009-03-13,3,1,2009-08-02,,2009,1195,1195,1195,Sudan,625,4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2011-04-24,2,0,,,2011,1415,1415,1425,"South Sudan, Sudan","626, 625",4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2011-04-24,2,0,,,2012,424,424,424,"South Sudan, Ethiopia","626, 530",4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2011-04-24,2,1,2013-08-08,,2013,118,118,488,South Sudan,626,4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2016-02-14,2,0,,,2016,101,101,101,South Sudan,626,4,19.1
4660,5270,3,Lou Nuer,,Lou Nuer ,706,,,,Murle,,Murle,655,,,,0,2006-05-31,5,2016-02-14,2,1,2017-04-10,,2017,32,32,42,South Sudan,626,4,19.1
4661,5271,3,Hol Dinka,,Hol Dinka,900,,,,Lou Nuer,,Lou Nuer ,706,,,,0,2008-05-17,1,2008-05-17,1,0,,,2008,31,31,36,Sudan,625,4,19.1
4661,5271,3,Hol Dinka,,Hol Dinka,900,,,,Lou Nuer,,Lou Nuer ,706,,,,0,2008-05-17,1,2008-05-17,1,1,2009-10-16,,2009,237,237,244,Sudan,625,4,19.1
4662,5272,1,LRA,,n/a,488,,,,SPLM/A,,n/a,466,,,,0,1995-10-30,3,1995-10-30,3,0,,,1995,36,36,36,Sudan,625,4,19.1
4662,5272,1,LRA,,n/a,488,,,,SPLM/A,,n/a,466,,,,0,1995-10-30,3,1995-10-30,3,0,,,1996,152,152,152,Sudan,625,4,19.1
4662,5272,1,LRA,,n/a,488,,,,SPLM/A,,n/a,466,,,,0,1995-10-30,3,1995-10-30,3,0,,,1997,100,100,100,Sudan,625,4,19.1
4662,5272,1,LRA,,n/a,488,,,,SPLM/A,,n/a,466,,,,0,1995-10-30,3,1995-10-30,3,1,1998-09-14,,1998,58,58,58,Sudan,625,4,19.1
4662,5272,1,LRA,,n/a,488,,,,SPLM/A,,n/a,466,,,,0,1995-10-30,3,2004-03-05,2,1,2004-12-22,,2004,142,142,142,Sudan,625,4,19.1
4663,5273,1,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,LTTE - K,,Thamil Eelam Viduthalai Puligal - Karuna faction,389,,,,0,2004-03-30,1,2004-05-21,1,0,,,2004,60,60,80,Sri Lanka,780,3,19.1
4663,5273,1,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,LTTE - K,,Thamil Eelam Viduthalai Puligal - Karuna faction,389,,,,0,2004-03-30,1,2004-05-21,1,0,,,2005,30,30,58,Sri Lanka,780,3,19.1
4663,5273,1,LTTE,,Thamil Eelam Viduthalai Puligal,320,,,,LTTE - K,,Thamil Eelam Viduthalai Puligal - Karuna faction,389,,,,0,2004-03-30,1,2004-05-21,1,1,2006-12-30,,2006,97,97,136,Sri Lanka,780,3,19.1
4664,5274,3,Lumad,,Lumad,390,,,,Moro,,Moro,391,,,,0,2006-06-22,1,2006-06-30,3,1,2006-06-30,,2006,25,25,25,Philippines,840,3,19.1
4665,5275,3,Kikuyu,,Kikuyu,926,,,,Luo,,Luo,901,,,,0,2007-12-31,1,2008-01-28,1,1,2008-02-18,,2008,42,42,82,Kenya,501,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2002-05-25,2,1,2002-05-25,,2002,53,27,53,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2004-12-31,5,1,2004-12-31,,2004,69,69,69,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2013-08-11,2,0,,,2013,229,229,248,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2013-08-11,2,0,,,2014,395,346,495,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2013-08-11,2,0,,,2015,252,171,252,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2013-08-11,2,0,,,2016,27,27,27,Sudan,625,4,19.1
4666,5276,3,Ma'aliyah,,Ma'aliyah,641,,,,Rizeigat Baggara,,Rizeigat Baggara,703,,,,0,2002-05-25,2,2013-08-11,2,1,2017-07-22,,2017,68,68,70,Sudan,625,4,19.1
4667,5277,3,Mangal,,Mangal,797,,,,Turi,,Turi,791,,,,0,2007-04-07,1,2007-11-17,1,0,,,2007,187,187,273,Pakistan,770,3,19.1
4667,5277,3,Mangal,,Mangal,797,,,,Turi,,Turi,791,,,,0,2007-04-07,1,2007-11-17,1,1,2008-09-23,,2008,58,58,58,Pakistan,770,3,19.1
4668,5278,1,Mara 18 (Guatemala),,Mara 18 (Guatemala),776,,,,Mara Salvatrucha (Guatemala),,Mara Salvatrucha (Guatemala),777,,,,0,2001-04-26,3,2005-08-15,1,1,2005-09-19,,2005,56,56,56,Guatemala,90,5,19.1
4669,5279,3,Fiqi Muhumud subclan (Dir),,n/a,604,,,,Marehan subclan of Sede clan (Darod),,n/a,644,,,,0,2003-05-22,1,2003-10-27,1,1,2003-12-16,,2003,104,102,125,Somalia,520,4,19.1
4670,5280,3,Majerteen subclan (Darod),,n/a,711,,,,Marehan subclan of Sede clan (Darod),,n/a,644,,,,0,1994-12-08,2,2006-02-17,2,1,2006-02-17,,2006,100,100,100,Ethiopia,530,4,19.1
4671,5281,3,Majerteen subclan (Darod),,n/a,711,,,,Ogaden clan (Darod),,n/a,663,,,,0,2004-06-10,2,2004-06-10,2,1,2004-06-10,,2004,54,54,54,Ethiopia,530,4,19.1
4672,5282,3,Dassanetch,,Dassanetch,713,,,,Turkana,,Turkana,693,,,,0,1991-12-31,5,1997-06-30,1,1,1997-06-30,,1997,28,28,28,Kenya,501,4,19.1
4672,5282,3,Dassanetch,,Dassanetch,713,,,,Turkana,,Turkana,693,,,,0,1991-12-31,5,2000-02-23,1,1,2000-02-23,,2000,142,142,142,Kenya,501,4,19.1
4672,5282,3,Dassanetch,,Dassanetch,713,,,,Turkana,,Turkana,693,,,,0,1991-12-31,5,2005-07-31,3,1,2005-11-30,,2005,36,36,36,"Ethiopia, Kenya","530, 501",4,19.1
4672,5282,3,Dassanetch,,Dassanetch,713,,,,Turkana,,Turkana,693,,,,0,1991-12-31,5,2009-07-27,5,1,2009-11-30,,2009,54,54,54,"Kenya, Ethiopia","501, 530",4,19.1
4672,5282,3,Dassanetch,,Dassanetch,713,,,,Turkana,,Turkana,693,,,,0,1991-12-31,5,2011-05-02,1,1,2011-08-07,,2011,55,55,78,Kenya,501,4,19.1
4673,5283,1,MFDC Front Nord - MD,,Mouvement des Forces démocratiques de Casamance - Front Nord Magne Diémé,650,,,,MFDC - S,,Mouvement des Forces démocratiques de Casamance - Sadio,651,,,,0,2006-06-07,3,2006-06-15,2,1,2006-06-15,,2006,124,124,124,Senegal,433,4,19.1
4674,5284,3,Misseriya,,Misseriya,1025,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2004-12-31,5,2008-08-20,1,0,,,2008,67,67,67,Sudan,625,4,19.1
4674,5284,3,Misseriya,,Misseriya,1025,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2004-12-31,5,2008-08-20,1,0,,,2009,244,244,264,Sudan,625,4,19.1
4674,5284,3,Misseriya,,Misseriya,1025,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2004-12-31,5,2008-08-20,1,1,2010-08-18,,2010,342,342,342,Sudan,625,4,19.1
4674,5284,3,Misseriya,,Misseriya,1025,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2004-12-31,5,2012-07-19,1,1,2012-07-19,,2012,58,58,116,Sudan,625,4,19.1
4674,5284,3,Misseriya,,Misseriya,1025,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2004-12-31,5,2015-12-12,1,1,2015-12-12,,2015,29,23,29,Sudan,625,4,19.1
4675,5285,3,Mohamed Muse subclan of Abgal clan (Hawiye),,n/a,654,,,,Warsangeli subclan of Abgal clan (Hawiye),,n/a,699,,,,0,2003-03-01,1,2003-05-28,1,1,2003-07-30,,2003,64,64,76,Somalia,520,4,19.1
4676,5286,1,MDF,,n/a,902,,,,SLDF,,Sabaot Land Defence Force,704,,,,0,2008-01-31,3,2008-01-31,3,1,2008-01-31,,2008,32,32,32,Kenya,501,4,19.1
4677,5287,3,Murle,,Murle,655,,,,Nuer,,Nuer,660,,,,0,2006-04-15,2,2006-04-22,1,1,2006-04-29,,2006,59,59,59,Ethiopia,530,4,19.1
4677,5287,3,Murle,,Murle,655,,,,Nuer,,Nuer,660,,,,0,2006-04-15,2,2016-04-15,1,1,2016-04-15,,2016,150,150,216,Ethiopia,530,4,19.1
4678,5288,1,NDPVF,,n/a,560,,,,NDV,,n/a,657,,,,0,2004-02-21,1,2004-08-23,1,1,2004-11-04,,2004,59,59,60,Nigeria,475,4,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2001-04-30,3,1,2001-12-11,,2001,59,59,59,India,750,3,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2005-09-10,1,0,,,2005,29,22,30,India,750,3,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2005-09-10,1,0,,,2006,68,67,80,India,750,3,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2005-09-10,1,0,,,2007,76,76,82,India,750,3,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2005-09-10,1,1,2008-12-11,,2008,51,51,59,India,750,3,19.1
4679,5289,1,NSCN-IM,,,223,,,,NSCN-K,,n/a,224,,,,0,1999-08-19,1,2011-02-25,2,1,2011-03-15,,2011,37,37,37,India,750,3,19.1
4680,5290,1,NSCN-IM,,,223,,,,NSCN-U,,n/a,798,,,,0,2008-04-17,1,2008-06-07,1,1,2008-08-01,,2008,36,36,49,India,750,3,19.1
4681,5291,3,"Nyangatom , Toposa",,"Nyangatom , Toposa",3806,"712, 692",,,Turkana,,Turkana,693,,,,0,2006-01-13,1,2006-01-13,1,1,2006-01-13,,2006,58,58,58,Kenya,501,4,19.1
4682,5292,3,Ogaden clan (Darod),,n/a,663,,,,Sheikhal clan (Dir),,n/a,682,,,,0,1999-09-01,2,1999-09-09,3,1,1999-09-09,,1999,70,70,70,Somalia,520,4,19.1
4682,5292,3,Ogaden clan (Darod),,n/a,663,,,,Sheikhal clan (Dir),,n/a,682,,,,0,1999-09-01,2,2002-03-31,3,1,2002-05-31,,2002,435,435,435,Ethiopia,530,4,19.1
4683,5293,3,Oromo,,Oromo,664,,,,Somali (Ethiopia),,Somali (Ethiopia),685,,,,0,1991-07-07,1,2000-07-16,2,1,2000-07-16,,2000,40,40,40,Ethiopia,530,4,19.1
4683,5293,3,Oromo,,Oromo,664,,,,Somali (Ethiopia),,Somali (Ethiopia),685,,,,0,1991-07-07,1,2003-12-26,1,1,2003-12-26,,2003,33,33,33,Ethiopia,530,4,19.1
4683,5293,3,Oromo,,Oromo,664,,,,Somali (Ethiopia),,Somali (Ethiopia),685,,,,0,1991-07-07,1,2005-02-22,1,1,2005-06-30,,2005,102,102,102,Ethiopia,530,4,19.1
4683,5293,3,Oromo,,Oromo,664,,,,Somali (Ethiopia),,Somali (Ethiopia),685,,,,0,1991-07-07,1,2017-01-15,2,0,,,2017,276,258,300,Ethiopia,530,4,19.1
4683,5293,3,Oromo,,Oromo,664,,,,Somali (Ethiopia),,Somali (Ethiopia),685,,,,0,1991-07-07,1,2017-01-15,2,0,,,2018,56,49,86,"Djibouti, Ethiopia","522, 530",4,19.1
4684,5294,1,Palipehutu-FNL,,Parti pour la libération du peuple Hutu-Forces nationales de libération,432,,,,Palipehutu-FNL - LP,,Parti pour la libération du peuple Hutu-Forces nationales de libération - Lovers of Peace Faction,786,,,,0,2007-09-04,1,2007-09-04,1,1,2007-10-21,,2007,52,46,52,Burundi,516,4,19.1
4685,5295,1,PDF,,Difaa al-Sha'abi,667,,,,SSDF,,,686,,,,0,2002-11-09,1,2002-11-09,1,1,2002-11-09,,2002,38,38,38,Sudan,625,4,19.1
4686,5296,3,Pian Karimojong,,Pian Karimojong,669,,,,Pokot,,Pokot,670,,,,0,1998-04-13,1,2003-11-30,3,1,2003-11-30,,2003,34,34,34,Uganda,500,4,19.1
4687,5297,3,Pokot,,Pokot,670,,,,Sabiny,,Sabiny,681,,,,0,2003-04-11,1,2003-04-11,1,1,2003-04-11,,2003,30,30,50,Uganda,500,4,19.1
4688,5298,1,Puntland State of Somalia,,Dowladda Puntland ee Soomaaliya,671,,,,Republic of Somaliland,,Jamhuuriyadda Soomaaliland,675,,,,0,2002-12-07,1,2004-10-28,1,1,2004-11-17,,2004,34,34,125,Somalia,520,4,19.1
4689,5299,1,Mayi Mayi,,Maï Maï,648,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,1998-08-23,1,1998-09-11,2,0,,,1998,29,29,32,DR Congo (Zaire),490,4,19.1
4689,5299,1,Mayi Mayi,,Maï Maï,648,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,1998-08-23,1,1998-09-11,2,0,,,1999,115,115,187,DR Congo (Zaire),490,4,19.1
4689,5299,1,Mayi Mayi,,Maï Maï,648,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,1998-08-23,1,1998-09-11,2,1,2000-12-14,,2000,107,107,107,DR Congo (Zaire),490,4,19.1
4689,5299,1,Mayi Mayi,,Maï Maï,648,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,1998-08-23,1,2002-03-15,1,0,,,2002,378,378,466,DR Congo (Zaire),490,4,19.1
4689,5299,1,Mayi Mayi,,Maï Maï,648,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,1998-08-23,1,2002-03-15,1,1,2003-07-31,,2003,53,53,85,DR Congo (Zaire),490,4,19.1
4690,5300,1,FRF,,Forces républicaines et federalists,673,,,,RCD,,Rassemblement Congolais pour la Démocratie,424,,,,0,2002-02-25,3,2002-04-16,1,1,2002-04-16,,2002,221,221,221,DR Congo (Zaire),490,4,19.1
4691,5301,1,RCD-K-ML ,,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,789,,,,RCD-N,,Rassemblement Congolais pour la Démocratie-National,653,,,,0,2003-03-16,1,2003-03-16,1,1,2003-03-16,,2003,45,45,45,DR Congo (Zaire),490,4,19.1
4692,5302,1,RCD-K-ML ,,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,789,,,,"MLC, RCD-N",,"Mouvement pour la Libération du Congo, Rassemblement Congolais pour la Démocratie-National",3845,"423, 653",,,0,2001-06-10,2,2001-06-10,2,0,,,2001,40,40,49,DR Congo (Zaire),490,4,19.1
4692,5302,1,RCD-K-ML ,,Rassemblement Congolais pour la Démocratie-Kisangani-Mouvement de libération,789,,,,"MLC, RCD-N",,"Mouvement pour la Libération du Congo, Rassemblement Congolais pour la Démocratie-National",3845,"423, 653",,,0,2001-06-10,2,2001-06-10,2,1,2002-08-31,,2002,158,158,294,DR Congo (Zaire),490,4,19.1
4693,5303,3,Rizeigat Abbala,,Rizeigat Abbala,676,,,,Terjam,,Terjam,690,,,,0,2007-01-06,1,2007-01-07,1,1,2007-08-14,,2007,382,382,382,Sudan,625,4,19.1
4694,5304,1,RRA,,n/a,678,,,,RRA - MH,,n/a,677,,,,0,2001-01-02,1,2002-07-05,1,0,,,2002,154,154,189,Somalia,520,4,19.1
4694,5304,1,RRA,,n/a,678,,,,RRA - MH,,n/a,677,,,,0,2001-01-02,1,2002-07-05,1,1,2003-10-11,,2003,80,80,131,Somalia,520,4,19.1
4694,5304,1,RRA,,n/a,678,,,,RRA - MH,,n/a,677,,,,0,2001-01-02,1,2005-05-30,1,1,2005-05-30,,2005,34,34,34,Somalia,520,4,19.1
4695,5305,3,Sa'ad subclan of Habar Gidir clan (Hawiye),,n/a,680,,,,Suleiman subclan of Habar Gidir clan (Hawiye),,n/a,687,,,,0,1998-03-26,1,2004-12-02,2,0,,,2004,156,156,174,Somalia,520,4,19.1
4695,5305,3,Sa'ad subclan of Habar Gidir clan (Hawiye),,n/a,680,,,,Suleiman subclan of Habar Gidir clan (Hawiye),,n/a,687,,,,0,1998-03-26,1,2004-12-02,2,0,,,2005,103,92,130,Somalia,520,4,19.1
4695,5305,3,Sa'ad subclan of Habar Gidir clan (Hawiye),,n/a,680,,,,Suleiman subclan of Habar Gidir clan (Hawiye),,n/a,687,,,,0,1998-03-26,1,2004-12-02,2,1,2006-06-12,,2006,48,36,72,Somalia,520,4,19.1
4695,5305,3,Sa'ad subclan of Habar Gidir clan (Hawiye),,n/a,680,,,,Suleiman subclan of Habar Gidir clan (Hawiye),,n/a,687,,,,0,1998-03-26,1,2011-07-03,1,1,2011-08-28,,2011,40,30,40,Somalia,520,4,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2004,106,106,106,Mexico,70,5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2005,187,187,208,Mexico,70,5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2006,627,627,810,Mexico,70,5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2007,448,448,542,Mexico,70,5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2008,72,72,81,"Guatemala, Mexico","90, 70",5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,0,,,2009,150,150,366,Mexico,70,5,19.1
4696,5306,1,Gulf Cartel,,Cártel del Golfo,782,,,,Sinaloa Cartel,,Cártel de Sinaloa,775,,,,0,2004-01-25,2,2004-10-10,2,1,2010-05-10,,2010,42,42,46,"Mexico, Honduras","70, 91",5,19.1
4697,5307,1,SLM/A,,n/a,469,,,,SLM/A - MM,,n/a,471,,,,0,2005-11-01,1,2005-11-01,1,0,,,2005,45,45,45,Sudan,625,4,19.1
4697,5307,1,SLM/A,,n/a,469,,,,SLM/A - MM,,n/a,471,,,,0,2005-11-01,1,2005-11-01,1,1,2006-07-07,,2006,57,57,117,Sudan,625,4,19.1
4698,5308,3,Rer Ahmad subclan (Hawiye),,n/a,683,,,,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),,n/a,684,,,,0,2004-05-08,1,2004-05-31,1,1,2004-06-02,,2004,69,69,90,"Kenya, Somalia","501, 520",4,19.1
4699,5309,1,RCSS,,n/a,256,,,,UWSA,,n/a,364,,,,0,2001-03-18,1,2005-04-15,2,1,2005-04-26,,2005,110,102,140,Myanmar (Burma),775,3,19.1
4700,5310,3,Sa'ad subclan of Habar Gidir clan (Hawiye),,n/a,680,,,,Saleban-Abdalla subclan of Majerteen clan (Darod),,n/a,1121,,,,0,2003-07-09,2,2003-07-09,2,1,2003-07-09,,2003,28,25,40,Somalia,520,4,19.1
4701,5311,3,Tama,,Tama,636,,,,Zaghawa,,Zaghawa,705,,,,0,2006-03-19,2,2006-07-04,1,0,,,2006,74,74,74,Chad,483,4,19.1
4701,5311,3,Tama,,Tama,636,,,,Zaghawa,,Zaghawa,705,,,,0,2006-03-19,2,2006-07-04,1,1,2007-10-15,,2007,126,126,156,Chad,483,4,19.1
